Scheme Name,URL,Benefits
"Production Linked Incentive Scheme For Automobile And Auto Component Industry","https://www.myscheme.gov.in/schemes/plisaaci","Benefits
The approved applicants will be entitled to receive incentives (% benefit) subject to meeting other conditions of the scheme:
1. Incentive Slabs for Champion OEM and New Non-Automotive (OEM) Investor company:
Determined Sales Value (in ₹ Crore) Incentives (%age of Determined Sales Value)
<= 2,000 13%
> 2,000 to 3,000 14%
> 3,000 to 4,000 15%
> 4,000  16%
Cumulative Determined Sales Value of ₹10,000 Crore over 5 years  Additional 2%
2. Incentive slab for Component Champion and New Non-Automotive (Component) Investor Company:
Determined Sales Value (in ₹ Crore) Incentives (%age of Determined Sales Value)
<= 250 8%*
> 250 to 500  9%*
> 500 to 750 10%*
> 750 11%*
Cumulative Determined Sales Value of ₹1,250 Crore over 5 years. Additional 2%
Battery Electric vehicles & Hydrogen fuel cell vehicles components Additional 5%
*Multiplied by a factor of 0.9 in the fifth year for eligible sales relating to Internal Combustion Engine (ICE) vehicle components."
"Asangathit Karmakaar Silai Machine Sahayata Yojana","https://www.myscheme.gov.in/schemes/aksmsy","Benefits
Under the scheme, sewing machines will be supplied every year to the registered unorganized women workers of the state."
"Award of Opportunity Cost to Parents of Scheduled Caste Girl Students","https://www.myscheme.gov.in/schemes/aocpscgs","Benefits
Under this scheme, ₹3,000/- per academic year is payable to the Scheduled Caste parent for each daughter studying in classes VI to XII standard.
Note 01: The opportunity cost is payable to the parents of the Scheduled Caste girl in addition to the Pre-Matric Scholarship payable to the children.
Note 02: The opportunity cost is not payable in respect of girls re-admitted in a class for a second academic year, owing to failure or discontinuance in the class previously."
"Indira Gandhi National Widow Pension Scheme","https://www.myscheme.gov.in/schemes/ignwps","Benefits
A pension of Rs.300/- per month is provided to Widows between 40 years and 79 years. For persons who are 80 years and above the pension is Rs.500/- per month."
"Stipend Scheme For Poultry Farming Training For Weaker Section","https://www.myscheme.gov.in/schemes/sspftws","Benefits
The beneficiary will be given maximum ₹2000 (direct in bank account) stipend for six days training. (Considering ₹300/- per day, ₹1800/- for 6 days as daily allowance and ₹200/- as to & fro transport fare with the maximum total stipend ₹2000/-)
Beneficiary will be given poultry training certificate after completion of training."
"Merit Based Award and Recognition Of High Performance In The Board Exams Of SSC And HSSC In The State Of Goa","https://www.myscheme.gov.in/schemes/mbarhpbe","Benefits
Felicitation of Rank Holders Students - 
₹ 20,000/- to the First Five Rank Holders (separately for all the streams of Science, Commerce, Arts and Vocational).
A certificate of Appreciation will be given at the time of felicitation in the public function.

Merit-Based Awards - 
₹ 5,000 awarded to the students who have scored 50% to 59.99% marks.
₹ 8,000/- awarded to the students who have scored 60% to 60.99% marks.
₹ 10,000/- awarded to the students who have scored 70% to 74.99% marks.
₹ 15,000/- awarded to the students who have scored 75% & above marks."
"Fee Waiver Scheme For SC/ST Students Pursuing Higher Education","https://www.myscheme.gov.in/schemes/fwsscstsphe","Benefits
A full waiver of the fees supposed to have been paid by them in the institutions where they have sought admissions. 
The amount fee waiver shall consist of Tuition fees, Library fees, Laboratory fees and Development fees, if any.
NOTE: All other charges and fees would be borne by the concerned student."
"Advocate Grant","https://www.myscheme.gov.in/schemes/ag","Benefits
1. The grant of ₹12000/- per year will be provided to law graduates who enrolled before the Bar Council.
2. The grant will be provided for 3 consecutive years."
"Biotechnology Ignition Grant Scheme","https://www.myscheme.gov.in/schemes/big","Benefits
Support provided to grantees under the scheme:
1. Under the BIG scheme, BIRAC provides a grant-in-aid of up to INR 50 lakhs (approx. USD 75,000) for a period of 18 months.
2. BIG Partners and BIRAC provide continuous mentoring support to the grantees, including but not limited to the following:
• Technical Mentoring (Connect with Technical Experts)
• IP Support
• Legal Support
• Networking and Outreach
• Trainings
• Regulatory Advice
• Business Mentoring
• Connect with Investors
• Any other assistance on a case basis"
"Asangathit Karmakar Samachar-Patr Hawker Cycle Sahayata Yojana","https://www.myscheme.gov.in/schemes/aksphssy","Benefits
A free of cost cycle will be provided."
"Aamar Dukan On Wheels","https://www.myscheme.gov.in/schemes/adow","Benefits
Benefits
The beneficiary will keep the commodities allotted by the Department in case of AAMAR DUKAN on wheels in addition to other commodities.
The selected beneficiaries of AAMAR DUKAN on wheels is allowed to take a profit margin of Rs. 2.00 to Rs. 3.00 per Kg./Per litre from consumers.
The selected beneficiaries must abide by the direction of the Director, FCS&CA, Deputy Commissioners/Sub-Divisional Officers/Principal Secretaries of all Autonomous Councils. Any lapse on their part will be viewed seriously and legal action may be initiated also they will have to return the financial aid in addition to interest to the authority.
The beneficiary should operate his shop as per the schedule specified by the authority. Any lapses in this regard will amount to the cancellation of his licence.
The area of operation will be specified by the local authority for each beneficiary.
The AAMAR DUKAN holders on wheels must display the displaying board of prices while distributing commodities.
The AAMAR DUKAN holders on wheels will lift commodities from the selected wholesalers/stockists as per the direction of the respective Deputy Commissioners/Sub-Divisional Officers/Principal Secretaries of all Autonomous Councils.
The beneficiary should operate his shop as per the schedule specified by the authority. Any lapses in this regard will amount to the cancellation of his licence.
The AAMAR DUKAN on wheels should maintain the stock book and distribution register for inspecting authority."
"Safai Karmakar Hetu Aavashyak Upakaran Sahayata Yojana ​","https://www.myscheme.gov.in/schemes/skhausy","Benefits
Registered sanitation workers will receive a grant of ₹ 700/- (Indian Rupees seven hundred only) to purchase essential equipment such as gum boots, gloves, masks, and aprons.
Assistance amount will be provided every year."
"Atal Mission For Rejuvenation And Urban Transformation","https://www.myscheme.gov.in/schemes/amrut","Benefits
The components of the AMRUT consist of capacity building, reform implementation, water supply, sewerage and septage management, storm water drainage, urban transport and development of green spaces and parks. During the process of planning, the Urban Local Bodies (ULBs) will strive to include some smart features in the physical infrastructure components.

The details of the Mission components are given below.
Water Supply
Water supply systems including augmentation of existing water supply, water treatment plants and universal metering.
Rehabilitation of old water supply systems, including treatment plants.
Rejuvenation of water bodies specifically for drinking water supply and recharging of ground water.
Special water supply arrangement for difficult areas, hill and coastal cities, including those having water quality problems (e.g. arsenic, fluoride)

Sewerage
Decentralised, networked underground sewerage systems, including augmentation of existing sewerage systems and sewage treatment plants.
Rehabilitation of old sewerage system and treatment plants.
Recycling of water for beneficial purposes and reuse of wastewater.

Septage
Faecal Sludge Management- cleaning, transportation and treatment in a cost-effective manner.
Mechanical and biological cleaning of sewers and septic tanks and recovery of operational cost in full.

Storm Water Drainage
Construction and improvement of drains and storm water drains in order to reduce and eliminate flooding.

Urban Transport
Ferry vessels for inland waterways (excluding port/bay infrastructure) and buses.
Footpaths/walkways, sidewalks, foot over-bridges and facilities for non-motorised transport (e.g. bicycles).
Multi-level parking.
Bus Rapid Transit System (BRTS).

Green space and parks
Development of green space and parks with special provision for child-friendlycomponents.

Reforms management & support
Support structures, activities and funding support for reform implementation.
Independent Reform monitoring agencies.

 Capacity Building
This has two components- individual and institutional capacity building.
The capacity building will not be limited to the Mission Cities, but will be extended to other ULBs as well.
Continuation of the Comprehensive Capacity Building Programme (CCBP) after its realignment towards the new Missions.

Indicative (not exhaustive) list of inadmissible components
Purchase of land for projects or project related works,
Staff salaries of both the State Governments/ULBs,
Power,
Telecom,
Health,
Education, and
Wage employment programme and staff component."
